mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,label
-240.14781,81.783714,40.26498,24.834932,10.905331,9.41556,11.946628,2.721288,-0.12714486,2.1091614,-9.145427,-2.2841747,-9.450728,-0.6955901,2.282633,-3.4571235,-1.2641771,-0.6203474,-4.635798,-2.7262292,tutup
-240.47981,82.115685,32.62778,22.54763,12.774743,12.275684,13.405846,4.323632,-0.39863878,-0.51167876,-5.4343033,0.4101684,-4.972001,0.3055268,1.3186696,-3.2057185,-3.5120597,-0.9026185,-4.886493,-2.7084568,tutup
-273.48535,81.953445,30.389801,22.490145,12.918525,14.496021,15.721974,0.91171837,-2.0395327,-2.972874,-5.779619,0.59322387,-7.0144567,-0.26196262,0.35220975,-4.8543177,-2.4120767,0.6771676,-3.2666826,-1.3537863,tutup
-263.59372,88.07,32.98956,20.740381,11.093991,11.669935,13.798064,1.0768621,-3.775793,-0.04910045,-8.056041,-2.054871,-6.465234,-1.5916501,3.0024114,-2.9065192,-2.462399,0.37425563,-4.933621,-3.8983815,tutup
-271.03616,84.60266,25.186472,21.496752,13.591723,11.298557,13.194126,0.879648,-3.537898,-1.065318,-7.572316,-1.1197994,-4.4309254,-2.385537,-0.14681269,-3.2668447,-2.572768,1.8485799,-2.7122495,-0.23779301,tutup
-273.30035,84.4789,36.89079,24.730352,14.4029,9.990442,11.648232,0.042051163,-2.5968375,-0.5314982,-8.562415,-4.1997347,-2.8904495,-2.635733,-1.6239654,-1.048925,-4.18364,-0.16624649,-2.587033,-2.4863925,tutup
-251.06624,77.06529,30.027086,19.927792,12.549137,10.476683,10.57377,6.496579,-0.8649684,4.3188515,-5.8994904,-4.4458537,-4.288785,-3.6898735,-3.5515687,-2.807223,-3.5104265,-1.0596005,-3.0617623,-3.5211337,tutup
-263.04477,87.91499,31.911505,23.241133,12.021617,12.996663,12.569806,1.4857615,-2.5915663,-1.0152695,-7.4834447,-3.0007248,-4.124569,-1.6262424,0.53233415,-2.7544227,-1.9778147,1.2289809,-3.652057,-0.634667,tutup
-251.73813,87.44499,29.161848,23.71735,8.490286,11.84911,15.264371,-1.6798301,-4.7694054,-1.7217853,-10.969117,-1.1506118,-6.81466,-1.2440279,1.5035865,-6.196983,-2.6838732,1.4828569,-4.010109,0.33242512,tutup
-240.50467,88.983185,28.742617,19.1219,10.644271,6.3771753,15.121198,4.1433334,-4.218172,0.67962646,-10.448014,-2.722364,-6.031031,-0.52917194,2.6025832,-3.4126425,-4.8656473,1.4080404,-4.447386,-2.914476,tutup
-284.70734,78.36327,33.62942,25.26829,14.197722,10.593899,14.651461,7.3356023,1.0094887,4.5916376,-4.8172245,-1.2888602,-2.5569327,-1.1835347,1.8422729,0.053984966,-5.451353,-0.011575024,-4.578937,-3.501192,tutup
-283.59152,81.20304,34.741215,23.801119,13.524138,10.582634,15.851285,5.3180656,-1.722503,2.807273,-7.307913,-3.1200058,-3.084574,-2.0030448,2.107664,-2.8531733,-5.829982,0.9536163,-4.2316103,-1.8984988,tutup
-236.69832,92.50889,36.189148,26.308998,10.799323,10.542241,14.462566,-0.12272588,-3.1684675,-0.67163414,-9.197726,-2.3678796,-7.0209684,-1.8721261,5.629254,-2.6868634,-3.7753184,-0.78553975,-6.790163,-5.706833,tutup
-237.37964,86.99734,33.047207,21.96538,14.372621,6.7110176,17.001705,-1.5371735,-2.6440613,-4.467394,-11.155222,-1.5427332,-7.8318014,-1.448102,4.6301794,-4.599202,-5.478647,0.08959877,-5.385951,-5.239727,tutup
-258.4378,83.57645,27.402376,23.043783,15.888552,12.444002,17.156694,0.4269554,-2.6236775,1.011097,-6.3593416,-1.5981965,-3.7124999,2.0054066,2.7469015,-5.207496,-2.4770093,3.5430408,-3.83781,-2.8827856,tutup
-258.23203,83.90487,34.881203,20.114601,14.91393,13.482584,12.611575,1.1605135,-2.3453937,1.038898,-5.428726,-0.8103923,-4.642218,-2.1761923,-0.03835923,-2.8848176,-2.1457458,1.1252624,-3.3923283,-1.5145385,tutup
-265.3449,88.82427,34.42157,23.281677,12.895451,12.437013,14.675705,2.788195,-1.0128636,-0.87221986,-7.578903,-0.45705572,-1.7395741,1.2067078,0.86437553,-3.0972328,-3.7621262,-2.113865,-3.70218,-2.1521006,tutup
-280.61227,83.17845,31.30226,25.083021,11.906038,11.442958,9.731907,0.4069029,-0.7092154,0.2605953,-8.49389,-2.6903942,-5.68113,-0.62482274,0.46843,-1.7014029,-2.4736266,0.088269144,-3.1690757,-3.7152698,tutup
-286.0601,76.93999,32.16875,22.513016,15.133446,14.035214,13.061723,1.9880948,-2.9114084,-0.82669264,-7.4201016,-2.5764298,-5.611138,0.2986277,-0.3343294,-2.4574966,-1.3234384,-0.13457519,-3.345601,-2.4808047,tutup
-272.73746,75.37813,32.708824,22.032042,15.080378,12.457282,10.244304,3.8928154,-3.0233157,3.8144944,-8.155252,-3.976409,-0.8420125,-2.0570338,-2.7481697,-0.114990145,-3.358076,0.81389636,-2.9898875,-3.3626013,tutup
-251.15007,78.283905,30.89249,23.146944,12.430367,13.5723915,12.382575,2.4131703,-0.5039415,4.59404,-7.445028,-3.388386,-3.7342207,0.48272574,-0.96369684,-3.2229583,-3.302251,0.103987865,-5.276462,-3.759754,tutup
-274.5193,88.06889,37.911274,21.544683,12.197605,13.333936,10.91583,2.1937644,0.19345607,-0.84821147,-6.1914887,-2.3782887,-3.8015392,-0.12657893,-0.7221816,-2.0827367,-2.5216887,2.0845296,-2.943313,-0.5902879,tutup
-254.7757,83.6197,29.385967,24.638523,11.096374,9.78842,16.33782,3.1708968,-2.3306682,-1.3513242,-8.599603,-0.34766194,-5.9356637,1.6791111,1.7386384,-5.1050873,-4.6698103,1.1519302,-3.6860173,-2.7940145,tutup
-238.84024,93.7244,28.754034,21.85329,8.733455,9.76633,14.798621,-1.5059774,-3.4912949,0.695872,-9.405446,-2.7864945,-4.061959,2.718482,1.8313415,-5.699724,-5.1884,0.9867544,-5.06822,-2.8075283,tutup
-269.75317,84.37279,29.500643,22.792763,9.631476,13.433549,17.692415,-2.8117156,-4.9978676,-1.3299522,-8.74156,0.13306007,-7.185932,2.5233252,1.3437454,-6.1133566,-4.8831735,1.4847969,-3.1419268,1.0344611,tutup
-240.55927,82.43506,36.100277,23.770678,14.133071,8.9046755,15.281413,-0.8708239,-3.7214868,-0.60113305,-7.5052433,0.91962665,-0.4818361,0.10450963,2.0205965,-4.587176,-3.5883713,-0.5985473,-3.1424448,-2.461657,tutup
-264.4998,77.9797,28.832495,23.169514,16.520731,10.574949,10.209741,2.5068986,-3.384685,0.20314974,-2.497438,1.630317,-0.24608925,-0.91325784,-0.80934876,-2.3753624,-1.3250918,2.569322,-3.7822607,-1.5209953,tutup
-281.4764,83.47457,27.197643,22.102764,9.239521,9.419875,9.19131,2.3150964,-0.11709887,-1.6636881,-12.693461,0.59796035,-0.32397202,-1.3469528,1.8404119,-1.5887694,-5.800987,3.1733627,-1.9839954,-5.1274953,tutup
-275.21957,79.772026,31.119225,24.078007,11.991092,11.3957815,11.5729685,3.0608318,-0.76701134,-2.1469588,-10.615386,-0.89632064,-0.7995112,0.4648707,2.3055453,-0.25350857,-6.8030467,2.2288344,-6.0808315,-3.9280472,tutup
-279.49182,91.16695,31.923332,23.700428,13.960699,9.3257475,14.130208,8.229698,0.07158911,-4.2311964,-10.256765,-2.8319285,0.5516208,-1.7537577,0.69919705,-1.8587499,-5.910801,2.900677,-3.3982224,-3.8300579,tutup
-257.34363,83.233315,33.88486,26.424328,10.743738,8.561493,11.926336,3.673008,-2.0428298,-3.646625,-13.767384,-1.8503972,2.0250127,-2.0283716,1.8376573,-1.9410113,-7.3542595,5.037578,-3.9826272,-4.4769907,tutup
-255.00958,81.02352,31.917446,22.33993,13.959289,10.259428,11.596253,5.0963607,0.90549093,-3.9303265,-9.31452,0.17354412,-1.497213,-0.88521844,1.4410807,-1.1308577,-7.5497336,3.0595274,-2.4857728,-4.7887287,tutup
-239.93085,92.611694,35.17829,22.856594,8.673196,9.716934,7.564284,6.7851634,-0.15447555,-3.6127126,-12.983822,-3.3017638,-1.9017888,-4.173961,4.0850897,0.18735643,-7.104782,1.9391396,-6.726505,-4.718217,tutup
-246.79626,83.93287,31.480341,26.363985,11.113799,8.696607,13.12225,3.3126237,-0.068556756,-6.4751544,-12.553511,0.8695162,0.8556379,-3.2099097,5.5864124,-4.193834,-6.742542,7.4875083,-6.5921307,-1.7349442,tutup
-251.77124,93.14689,28.653225,19.680605,10.883077,8.133225,9.080978,4.379595,-2.8508704,-7.440273,-13.101555,-0.852,3.3165362,-2.5379727,2.189533,-3.320562,-8.835866,4.7551017,-4.4727015,-6.057622,tutup
-250.80305,96.172585,36.76925,23.154602,13.829988,13.242113,10.636997,6.494034,-1.9194313,-8.371142,-12.757375,-2.355138,2.5794876,-1.0403157,2.3800786,-1.5106287,-5.9707003,2.6547875,-3.7238512,-4.2057023,tutup
-266.05164,87.48615,28.410027,20.492006,7.154184,7.7208157,13.511588,2.4452896,-6.6308064,-0.60380745,-12.262834,-3.1415186,-3.5396435,-0.77918166,2.9665866,-1.5666145,-4.871573,3.2176516,-3.890518,-3.2652333,tutup
-256.0671,82.83883,29.284737,26.245333,11.577129,11.071985,16.75864,3.316213,-6.5746846,-0.5818074,-9.03004,0.26337528,-2.747209,-0.09828273,3.2357259,-4.891929,-4.491071,2.1375196,-3.647669,-1.4000053,tutup
-264.14246,80.9539,34.616158,24.591555,13.514592,11.645779,10.768783,1.4232064,-5.1412234,1.5867671,-7.557749,-2.0372956,-1.0493841,-0.62054086,-0.55882937,-2.9706123,-2.1989095,1.9167353,-3.0424275,0.205812,tutup
-258.8574,86.813736,30.797672,23.68948,8.713014,10.388698,13.626949,-0.73517144,-3.8789303,0.7614428,-10.570556,-0.67439383,-2.8659565,0.99473363,-0.3051868,-3.9048333,-0.9253342,-0.039329123,-4.183918,0.9971988,tutup
-256.46918,92.07945,31.70133,23.523724,10.140167,9.983417,12.723105,-2.118476,-7.0758066,0.27773565,-8.80115,1.3924257,1.9380275,1.4914112,-0.5018129,-2.2691529,-3.9132483,2.5418591,-1.0568736,-3.2797775,tutup
-269.14905,83.52544,34.373665,24.255568,14.598634,13.760611,11.936382,1.0449601,-5.385738,1.675249,-7.37546,-0.5329022,-0.290637,0.40644842,-1.549687,-2.0997188,0.087447844,2.0062788,-2.1333644,-1.2818655,tutup
-286.571,86.975204,28.958881,23.145163,13.77336,13.416073,10.830141,-0.48763254,-6.7627854,-0.08153569,-9.707595,-1.45434,-1.346117,-2.2704115,0.22798787,-2.4429762,-5.372892,1.0493519,-0.3097593,-2.3041935,tutup
-252.2244,90.9567,32.129578,20.947824,8.809903,7.1815033,17.690441,-2.1074386,-9.798021,-5.232451,-11.922615,5.7399,1.2566477,4.5137587,4.199569,-6.7608314,-8.00397,-0.3586223,-5.458171,-1.874271,tutup
-260.6235,75.39468,33.430668,23.76282,16.588314,11.252633,12.817304,7.066605,1.9694352,3.477147,-2.4375226,-0.45250955,-0.6110799,0.34476545,-0.006428638,0.8205892,-1.2278712,0.70197463,-1.5471348,-0.19369188,tutup
-216.8148,84.02385,30.036386,22.538807,3.8114266,10.558877,15.707906,1.6064906,-6.3124437,-1.181216,-10.022195,0.21371444,-3.8698974,2.2075996,0.49210295,-5.308172,-3.6069093,1.4984299,-5.243315,-0.62678134,tutup
-239.50941,84.23767,34.491524,23.567625,14.10088,11.286698,10.803874,5.9612565,-0.506131,4.0018435,-4.0400395,-3.164177,-1.8505485,-2.639931,-2.6803691,-0.9789016,-2.7600572,0.5082341,-2.2434194,-1.3947436,tutup
-273.56073,77.85545,31.501635,25.05384,9.314026,13.127891,12.593274,2.0681477,-5.7380905,-0.2849287,-9.65605,-3.2589364,-1.6896232,-0.65864694,0.80850565,-1.8555652,-1.6443943,1.5075536,-2.7145617,0.7737212,tutup
-260.05853,82.75522,30.266106,23.233496,12.807296,13.478402,10.983219,1.7913713,-7.7759275,-1.1165683,-7.552327,-1.9931554,0.27235216,-0.29942542,-1.2410227,-3.1259625,0.26430768,-0.66661793,-3.893759,-0.040367704,tutup
-288.90308,84.21584,34.681446,22.365847,13.711666,12.732936,12.13449,3.1018856,-4.750068,-2.806658,-8.363667,-2.3087556,-3.589506,-0.1743048,0.17415579,-1.7896043,-2.4486053,0.4551906,-3.7333634,-3.2969344,tutup
-261.24597,83.98664,28.559118,21.838888,16.582441,12.748433,8.235682,1.6960701,-6.0356464,1.7500299,-11.417699,-4.811259,-0.5751646,-1.1649204,-2.729256,-1.6428472,-3.870155,0.21720974,-0.93290603,-1.6156663,tutup
-292.88254,84.37716,30.596775,20.01163,11.447282,11.072604,13.940706,4.095236,-3.0056736,-0.18173362,-6.1327124,-4.1664424,-2.5119243,-0.29130912,0.6132585,-0.73553646,-3.2212741,0.63931847,-4.7470975,-3.108841,tutup
-7.2911963,68.28305,31.453094,29.20507,15.900772,12.654619,13.624877,8.607842,4.135012,4.108977,1.4592512,3.084418,-0.97393215,2.0560815,-0.620865,-1.1565458,-0.9582594,-0.22145613,-2.3791265,-0.84973204,tutup
-243.47185,88.583015,32.063564,22.973932,15.571204,9.334636,14.003094,1.6536161,-6.637897,-1.4739193,-6.458964,0.82272106,1.3335197,0.9643068,0.1606183,-5.200749,-4.1306076,-0.1550521,-2.9550755,-1.0396817,tutup
-250.1564,92.26448,35.096245,21.897266,14.416788,13.888285,15.283078,6.047234,-6.7885413,-1.8052891,-7.4928813,-2.8009534,-0.22161877,0.8884058,-1.0958561,-4.1866393,-3.9501915,2.179206,-1.7543191,-2.6827939,tutup
-288.67303,89.67963,32.259624,23.767603,12.561583,10.109285,14.107164,6.0540457,-6.1872654,-1.7397326,-9.621915,-2.4460151,-1.4372175,-0.4461787,1.1670954,-2.2955115,-5.7215424,-0.2976638,-2.6851358,-3.1698046,tutup
-264.27542,67.33744,20.365345,24.844666,13.952492,14.010456,17.7242,1.9099461,-9.003008,4.7855806,-6.6033754,-1.6493412,2.6661186,0.19289447,-1.0036757,-3.5842001,-2.9155078,-0.46958342,-1.7044567,2.068098,tutup
-258.32117,93.97691,30.70748,22.309797,13.542757,8.889859,11.3320675,1.1994878,-5.0876837,-2.48338,-10.992444,-0.7421229,2.8853323,-1.8625441,-1.2802956,-0.7504408,-6.1688557,-2.2314682,-2.0265734,-0.830166,tutup
-230.72021,98.400345,23.31626,21.741913,9.513508,6.6550055,7.3598547,-2.0383012,-8.083663,-2.1947403,-9.9194,2.450377,4.2508316,-5.777079,0.017611753,0.1624051,-10.344233,-1.8481117,-2.769605,-5.726195,tutup
-222.62306,93.46173,25.805996,20.419872,18.770437,9.265759,6.4047337,-4.1566496,-4.1946354,-3.5511436,-10.22991,-0.7475282,2.445583,-3.1898324,-3.3427536,1.4073063,-8.008827,-1.8040867,0.70654947,-4.4873705,tutup
-260.15802,104.056885,18.74128,24.227112,21.24015,1.0074229,-3.0440435,-1.7709473,-13.68942,-5.453018,-14.835422,-4.0209746,0.7517123,-7.822708,-0.9012661,0.99709576,-8.524567,0.6824323,-3.1777518,-8.007648,tutup
-265.8812,92.42056,32.652035,22.518858,12.904273,11.980831,5.85687,-2.4908638,-6.9547014,-5.4439497,-12.849166,0.83180124,-1.2978078,-1.1930625,-0.73830813,-1.4481142,-3.249283,0.425422,-0.6763837,-6.219438,tutup
-273.67822,79.11751,28.501547,21.721199,15.208169,13.956914,7.9046106,3.5023775,0.5480539,0.26913977,-4.3551335,1.1576532,-0.19069107,-2.0330875,0.073016636,0.28244305,-3.558217,0.1738951,-0.9038102,-3.1928551,tutup
-263.35455,87.442,26.795845,24.92412,12.124223,13.678249,10.744497,-1.5180258,-4.474148,-1.5577257,-9.026807,2.5998414,0.026870463,-3.45065,-0.7639802,-1.1876891,-6.8767214,-1.7767462,0.49845058,-3.8299983,tutup
-246.37006,87.95049,32.728275,23.304369,12.528891,11.852137,10.009133,1.2094336,-4.0901766,-3.0086918,-8.557669,-1.4476868,-1.1608269,-1.3493401,-1.0767007,1.0564507,-4.1806116,-1.8374078,-0.08386761,-3.9142435,tutup
-269.1873,83.977425,26.072752,23.223461,11.076325,14.509612,9.227647,-1.175966,-6.21328,-4.6461673,-11.478606,-0.07955542,0.96275693,-2.9821436,0.756017,-0.3266263,-5.6534276,-0.6572757,2.3872526,-1.4360387,tutup
-244.22826,90.94602,31.520426,23.076849,9.971639,11.148747,11.325408,-0.4870543,-4.5117674,-2.5554683,-9.9918785,-1.0355544,-1.3169756,-2.5808516,-0.05408565,0.57040936,-7.4489,-2.7645247,1.2476865,-2.9342191,tutup
-264.8623,84.29321,35.882862,22.89318,6.1998825,10.056542,11.170728,0.20484827,-7.684418,0.6787917,-14.143877,-0.6010014,-3.7536466,0.68576545,2.8380084,-2.9958615,-3.2234957,-0.6648072,-2.327938,0.08463875,tutup
-288.119,89.97723,34.157906,23.259693,11.8500805,8.003705,8.928811,0.23731558,-3.8794086,-3.350717,-10.439827,0.04740211,-0.24180412,-0.18990031,-0.078137524,1.4716703,-5.3704185,-1.3608825,0.67291284,-4.342525,tutup
-249.55972,82.93732,29.575947,21.881426,13.76179,13.896262,9.228836,-2.7807777,-6.9387245,-1.7413077,-9.026982,3.129307,0.33025855,-0.9565748,-1.0237406,-0.7053861,-4.9400787,-1.7710618,1.5451555,-2.9839861,tutup
-227.75809,91.945625,38.039047,24.448427,11.033711,10.901561,9.62214,0.392752,-4.598697,-2.4255106,-10.447105,-0.54785645,-1.5803823,-0.6700462,-0.19199303,0.83456993,-4.7667036,-4.120348,0.829685,-4.7436957,tutup
-232.58267,89.29018,30.49033,24.930462,13.458485,14.879838,11.657237,-0.4284111,-2.3334475,-0.78491956,-11.587819,4.654991,1.706461,-3.0561824,0.888412,0.64479315,-5.108403,-2.4879515,1.8680329,-0.587796,tutup
-265.7544,83.23312,30.248983,22.766018,10.549884,11.27665,12.515366,-0.65537024,-4.636184,-0.7578984,-9.160177,-0.786558,-0.3095629,1.9556283,0.4276256,-3.0988512,-3.8560023,-0.05857289,-4.2543883,-0.41148958,tutup
-228.45718,90.04756,35.730476,26.97823,10.73283,11.257833,12.193933,0.33926862,-7.4416404,-1.5787544,-10.812841,-0.18600625,0.32534692,2.5211256,1.5350555,-4.103962,-2.6420913,-0.11324294,-3.634567,-0.74910545,tutup
-249.81905,86.62276,30.365446,21.503021,10.028955,12.394655,12.539836,-0.2097751,-5.1043806,-1.9930991,-7.3995433,1.2644718,0.7691193,1.2203535,-0.19574535,-2.0476656,-2.4287243,1.1753362,-5.740569,-4.20764,tutup
-262.28476,93.275894,30.58163,24.358284,10.1782875,10.883597,13.072967,-1.9733483,-7.412222,-2.7123723,-8.851678,-1.7822646,1.7509394,4.41296,1.4640632,-3.750802,-3.4094007,-3.5841422,-3.355701,-1.5330868,tutup
-279.10654,84.96195,31.813162,25.561241,12.119002,13.031837,12.279889,3.1209674,0.21373779,0.22596395,-7.2789555,-1.4760939,-0.26235127,3.0765035,-0.75906575,-1.8221332,-1.8705968,-3.2943847,-3.1382108,-1.2493756,tutup
-275.20483,82.96077,28.927486,24.740608,14.452224,14.092468,10.642096,0.19428837,-1.3705761,0.35986444,-3.3964736,0.52410764,0.15745087,1.2571055,-0.89997774,-1.2077522,-1.0019865,1.0973847,-3.0359504,-0.9008109,tutup
-298.22464,81.75655,30.135033,24.10917,15.774033,13.16591,10.518228,-0.095853895,-1.6061895,0.4088403,-4.3565903,-0.70629495,0.24560423,1.8392746,-2.338154,-2.5801919,-2.38142,-1.2963086,-2.924955,-0.63789016,tutup
-255.51157,85.69088,33.200542,22.011572,14.750103,14.542058,10.301024,1.4222844,-2.104905,0.18459293,-6.218057,0.059617072,-0.8598896,2.6660182,-2.1207304,-2.1669457,-2.006803,-1.4274457,-2.8889565,-2.3233182,tutup
-247.47134,93.86601,34.970276,24.465374,11.300977,10.093167,10.50643,1.0370352,-3.6207662,-2.7506516,-7.8596067,-2.587543,0.65181607,3.7927303,-1.7355477,-1.1600415,-2.8914204,-1.3844535,-2.4219818,-1.1950881,tutup
-231.1124,92.41952,34.58369,22.16143,10.829929,11.697653,11.860631,-0.83106595,-3.3979576,-4.1671753,-5.9519615,0.05264327,-0.007913779,1.2865199,-0.74400026,-2.5081677,-2.3230174,-1.3186171,-2.8229167,-1.4795274,tutup
-243.44363,87.780846,30.106758,19.887423,14.440397,14.411773,10.168857,-1.4268225,-5.4377384,-0.009776365,-5.0611997,-0.58373356,-0.0042370576,1.2677704,0.13400817,-2.6040022,-0.9379045,1.9084162,-2.9868042,0.92781174,tutup
-247.70372,89.59984,32.18984,22.059135,12.752274,11.524995,9.392467,0.7406526,-5.1031437,-2.3284338,-7.909374,-1.2152317,0.8430298,4.8632646,-0.93601954,0.2596919,-0.74543184,-3.152239,-4.2148957,-1.9503739,tutup
-252.69122,87.00508,32.358566,22.988901,14.723638,13.970423,10.7766,-1.9272901,-3.9067245,-3.3628669,-4.6428127,2.7002559,1.7258413,2.0435596,-0.4757458,-2.2019868,-0.8824069,-2.003865,-2.0426273,0.51270324,tutup
-240.88976,97.37267,34.237026,24.002186,10.731588,12.128004,11.805035,-3.3390105,-4.6973677,-7.3187265,-10.634796,-2.9131243,2.5299845,5.446162,0.11203202,-1.778493,-3.634251,-3.4244366,-2.9375231,-1.5461284,tutup
-223.72818,98.47984,33.38629,23.205334,10.430978,12.549456,12.423096,-1.4236014,-5.595396,-4.9230075,-9.1343,-1.5561198,1.4505365,2.257583,-1.9093719,-2.6943057,-4.078099,-2.5666776,-3.5186925,-0.16418304,tutup
-226.0695,94.63623,31.078125,24.482721,15.230668,12.126105,10.972442,-1.3315796,-3.6347818,-2.9127123,-8.3699255,-0.96925074,2.8595276,2.60595,-1.7651124,-1.78548,-1.9203676,-2.21623,-2.88071,2.497563,tutup
-242.36372,95.97894,29.57401,22.811651,12.864286,15.4028635,11.599356,-2.40451,-3.148626,-2.1579835,-8.780916,-0.7983405,1.3997871,2.4504786,0.14414136,-2.4475226,-0.9407053,0.025449416,-2.5532103,1.7451292,tutup
-259.01773,96.38456,28.747206,22.26316,10.928019,9.820841,12.46362,-3.2170336,-6.3307633,-0.61612946,-9.287897,0.5694337,3.4133573,1.4158335,-1.4506339,-0.6182159,-2.689104,-2.7060285,-4.418282,0.71753347,tutup
